KMeans Cluster,Mean Similarity,Cluster Label,Similarity Tier
4,0.52607226,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
3,0.5337116,"medical, security, datum, medical datum, encryption, control",High
17,0.56299275,"medical, secure, secure medical, medical datum, datum, hospital",High
13,0.6165599,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
12,0.4294112,"integration, integrate, documentation, step, saas, process",High
37,0.48248318,"access, unauthorized, unauthorized access, security, access attempt, medical",High
12,0.34706363,"integration, integrate, documentation, step, saas, process",Low
36,0.39255118,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
32,0.42851263,"project, project management, management, issue, saas, management saas",High
10,0.46859518,"breach, data breach, data, security, medical, hospital",High
12,0.5803626,"integration, integrate, documentation, step, saas, process",High
9,0.39739564,"investment, analysis, issue, discrepancy, data, datum",Low
7,0.53288764,"billing, update billing, payment, billing information, update, request update",High
12,0.47447973,"integration, integrate, documentation, step, saas, process",High
8,0.30791095,"digital strategy, digital, strategy, brand, growth, brand growth",Low
37,0.3893625,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
2,0.36830544,"investment, analytic, data analytic, data, tool, investment strategy",Low
15,0.56259024,"brand, digital, growth, brand growth, digital strategy, strategy",High
1,0.3987119,"request, integration, project, user, project management, management",Low
2,0.34340668,"investment, analytic, data analytic, data, tool, investment strategy",Low
3,0.49529037,"medical, security, datum, medical datum, encryption, control",High
37,0.4799111,"access, unauthorized, unauthorized access, security, access attempt, medical",High
33,0.5183509,"campaign, digital campaign, digital, agency, marketing, issue",High
10,0.4455009,"breach, data breach, data, security, medical, hospital",High
22,0.31097767,"issue, software, update, problem, integration, resolve",Low
38,0.45097262,"saas project, project management, project, saas, management, scalable",High
30,0.54227364,"project, project management, management, feature, scalability, integration",High
23,0.14433527,"integration, analytic, team, support, provide, investment",Low
9,0.21764088,"investment, analysis, issue, discrepancy, data, datum",Low
43,0.319917,"outage, service, service outage, issue, disruption, impact",Low
6,0.38367918,"saas platform, saas, platform, issue, server, performance",Low
2,0.4193133,"investment, analytic, data analytic, data, tool, investment strategy",Low
2,0.33583152,"investment, analytic, data analytic, data, tool, investment strategy",Low
2,0.3695883,"investment, analytic, data analytic, data, tool, investment strategy",Low
31,0.4522042,"security, healthcare, compliance, security solution, datum, solution",High
39,0.3784514,"connectivity, network, device, issue, problem, connectivity issue",Low
39,0.33148482,"connectivity, network, device, issue, problem, connectivity issue",Low
20,0.5107684,"crash, issue, software, application, software crash, problem",High
30,0.5591183,"project, project management, management, feature, scalability, integration",High
14,0.28183633,"server, dashboard, issue, load, project dashboard, peak",Low
18,0.4195535,"data analytic, analytic, data, issue, analytic tool, tool",Low
11,0.5136211,"security, medical, datum, protocol, medical datum, security protocol",High
5,0.34424698,"security, breach, security breach, incident, medical, hospital",Low
10,0.4903286,"breach, data breach, data, security, medical, hospital",High
40,0.61057717,"campaign, marketing campaign, marketing, target, engagement, digital",High
2,0.39688617,"investment, analytic, data analytic, data, tool, investment strategy",Low
12,0.31425625,"integration, integrate, documentation, step, saas, process",Low
40,0.39086393,"campaign, marketing campaign, marketing, target, engagement, digital",Low
15,0.6056173,"brand, digital, growth, brand growth, digital strategy, strategy",High
16,0.36629474,"marketing, agency, marketing agency, issue, digital, campaign",Low
23,0.2913915,"integration, analytic, team, support, provide, investment",Low
43,0.39116952,"outage, service, service outage, issue, disruption, impact",Low
36,0.45096335,"billing, discrepancy, payment, billing discrepancy, issue, account",High
37,0.45769012,"access, unauthorized, unauthorized access, security, access attempt, medical",High
32,0.38786307,"project, project management, management, issue, saas, management saas",Low
13,0.7083935,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
18,0.4721282,"data analytic, analytic, data, issue, analytic tool, tool",High
38,0.51664394,"saas project, project management, project, saas, management, scalable",High
22,0.31075644,"issue, software, update, problem, integration, resolve",Low
12,0.33853233,"integration, integrate, documentation, step, saas, process",Low
4,0.4447454,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
32,0.42013815,"project, project management, management, issue, saas, management saas",Low
18,0.4946335,"data analytic, analytic, data, issue, analytic tool, tool",High
0,0.37960094,"investment, investment optimization, optimization, issue, model, algorithm",Low
20,0.3156378,"crash, issue, software, application, software crash, problem",Low
39,0.2612891,"connectivity, network, device, issue, problem, connectivity issue",Low
6,0.33064783,"saas platform, saas, platform, issue, server, performance",Low
22,0.33242387,"issue, software, update, problem, integration, resolve",Low
2,0.2868485,"investment, analytic, data analytic, data, tool, investment strategy",Low
12,0.32150802,"integration, integrate, documentation, step, saas, process",Low
22,0.26480994,"issue, software, update, problem, integration, resolve",Low
6,0.53208715,"saas platform, saas, platform, issue, server, performance",High
8,0.4248446,"digital strategy, digital, strategy, brand, growth, brand growth",Low
14,0.36952174,"server, dashboard, issue, load, project dashboard, peak",Low
39,0.29556575,"connectivity, network, device, issue, problem, connectivity issue",Low
32,0.43515283,"project, project management, management, issue, saas, management saas",High
31,0.4649475,"security, healthcare, compliance, security solution, datum, solution",High
15,0.58923894,"brand, digital, growth, brand growth, digital strategy, strategy",High
39,0.31821334,"connectivity, network, device, issue, problem, connectivity issue",Low
35,0.46716762,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
37,0.5983935,"access, unauthorized, unauthorized access, security, access attempt, medical",High
15,0.63748693,"brand, digital, growth, brand growth, digital strategy, strategy",High
4,0.56784594,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
38,0.5932721,"saas project, project management, project, saas, management, scalable",High
2,0.5515661,"investment, analytic, data analytic, data, tool, investment strategy",High
37,0.5648685,"access, unauthorized, unauthorized access, security, access attempt, medical",High
40,0.48810565,"campaign, marketing campaign, marketing, target, engagement, digital",High
39,0.30991337,"connectivity, network, device, issue, problem, connectivity issue",Low
43,0.32484877,"outage, service, service outage, issue, disruption, impact",Low
18,0.42709246,"data analytic, analytic, data, issue, analytic tool, tool",High
2,0.3225753,"investment, analytic, data analytic, data, tool, investment strategy",Low
22,0.3727265,"issue, software, update, problem, integration, resolve",Low
10,0.38734907,"breach, data breach, data, security, medical, hospital",Low
4,0.466004,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
43,0.38302892,"outage, service, service outage, issue, disruption, impact",Low
22,0.39335355,"issue, software, update, problem, integration, resolve",Low
10,0.40583402,"breach, data breach, data, security, medical, hospital",Low
22,0.17492229,"issue, software, update, problem, integration, resolve",Low
8,0.31181484,"digital strategy, digital, strategy, brand, growth, brand growth",Low
6,0.38878763,"saas platform, saas, platform, issue, server, performance",Low
14,0.2611046,"server, dashboard, issue, load, project dashboard, peak",Low
10,0.47998032,"breach, data breach, data, security, medical, hospital",High
10,0.48738804,"breach, data breach, data, security, medical, hospital",High
